SO_N_HM [1/min],SO_M_VM [Nm],speed_step,N_HM [1/min],M_HMmess [Nm],PA1_P_1 [W],PA1_P_2 [W],PA1_P_4 [W],PA1_PM [W],Eff_Sys_WT [%],Eff_Motor_PA [%],Eff_DCtoAC_WT [%],T_MOTOR [°C],T_Rotor [°C],motor_loss [kW],motor_eff_motor_ge_80%,motor_eff_generator_eff_ge_80%,motor_eff_motor_eff_interval,motor_eff_motor_eff_interval_value,motor_eff_generator_eff_interval,motor_eff_generator_eff_interval_value,peu_eff_motor_ge_80%,peu_eff_generator_eff_ge_80%,peu_eff_motor_eff_interval,peu_eff_motor_eff_interval_value,peu_eff_generator_eff_interval,peu_eff_generator_eff_interval_value,sys_eff_motor_ge_80%,sys_eff_generator_eff_ge_80%,sys_eff_motor_eff_interval,sys_eff_motor_eff_interval_value,sys_eff_generator_eff_interval,sys_eff_generator_eff_interval_value,motor_motor_eff [%],peu_motor_eff [%],sys_motor_eff [%],motor_motor_speed [rpm],motor_motor_torque [Nm],motor_motor_loss [kW],motor_generator_eff [%],peu_generator_eff [%],sys_generator_eff [%],motor_generator_speed [rpm],motor_generator_torque [Nm],motor_generator_loss [kW],motor_motor_loss_max [kW],motor_generator_loss_max [kW],motor_max_eff [%],motor_max_eff_operator,generator_max_eff [%],generator_max_eff_operator
500.0,-55.0,24.0,500.0195238,-55.79026693,-1074.645663,-1603.293547,-2157.768124,-2921.070440106124,73.86908902893856,91.67663926319794,80.57569477090559,59.0,,0.2431312301061239,,,,,,,,,,,,,,,,,,,81.06480481061217,85.42717070478442,69.25136918706195,500.0,237.1755421,2.9006177938308846,85.98653445913374,78.89049454485821,67.83520227679553,500.0,-125.0509386,0.9175210495770106,,,,,,
500.0,-50.0,20.0,500.03233150000005,-50.92904949,-992.6205704,-1449.794392,-1981.591766,-2666.6148018391186,74.31113652535531,91.59234249789314,81.13247734335938,59.0,,0.22419983943911848,,,,,,,,,,,,,,,,,,,81.46780806193688,85.32397685659633,69.51157369634335,500.0,232.3428349,2.767094003619335,86.5596833998366,79.06750082709789,68.44057838809911,500.0,-120.0938493,0.8450996582962962,,,,,,
500.0,-45.0,18.0,499.9893787,-45.81933081,-924.1483621,-1294.185509,-1790.842641,-2398.8668842033153,74.65368973963533,92.47423797076291,80.72917536583341,60.0,,0.18053301310331563,,,,,,,,,,,,,,,,,,,81.8203097423422,85.37359788290965,69.85294222597838,500.0,227.3958963,2.6451851697794537,90.26309523533375,80.44713651775723,72.61407544912217,500.0,-70.54655575,0.3596209853416117,,,,,,
500.0,-40.0,16.0,499.9817244,-40.82070765,-843.0259235,-1141.340652,-1602.412065,-2137.1317070235887,74.97956535545954,92.85186163204014,80.75181696689488,62.0,,0.15276513152358848,,,,,,,,,,,,,,,,,,,82.04240390893499,85.62153943299788,70.24596921466818,500.0,222.1891572,2.546416213068014,87.30357943595578,79.14231187413198,69.09407111448468,500.0,-110.0930115,0.7318619088904424,,,,,,
500.0,-35.0,14.0,499.9865948,-35.8024935,-750.4802881,-993.5179071,-1412.8070699999996,-1874.4258440224219,75.37279079380318,93.04172799162164,81.00966353568847,59.0,,0.1304276488224218,,,,,,,,,,,,,,,,,,,82.2440498821954,85.61540196092477,70.41357389558507,500.0,217.4618257,2.4582057135570157,87.01653845086327,78.90982862989733,68.66460137124491,500.0,-115.057943,0.7821552545124004,,,,,,
500.0,-30.0,12.0,500.0366127,-30.72112526,-689.2044293,-827.0608984,-1214.979161,-1608.5536558474141,75.5323987224988,94.26265155582921,80.12971996418223,61.0,,0.09228832814741418,,,,,,,,,,,,,,,,,,,82.55101680432688,85.61333332879038,70.67467718299413,500.0,212.3515487,2.3500471536571985,88.16488003532278,79.24904698488676,69.86982720336201,500.0,-100.2109098,0.6209686879136425,,,,,,
500.0,-25.0,10.0,500.0441524,-25.64690146,-588.970929,-680.9599783,-1015.161145,-1342.8882829583267,75.59535352886112,94.56712992553598,79.93829736440811,61.0,,0.07295737565832679,,,,,,,,,,,,,,,,,,,83.10043143599252,85.57279035461522,71.11135797650265,500.0,207.3492998,2.207757894349432,87.703893100509,80.19658405671923,70.33552635136489,500.0,-95.25399807,0.6132482010464091,,,,,,
500.0,-20.0,8.0,500.0206523,-20.5352074,-473.2757498,-541.9985306,-807.3801837,-1075.1861569909724,75.09212971635935,94.42776711721787,79.5233563271106,61.71,,0.059911876590972496,,,,,,,,,,,,,,,,,,,82.93189583896813,85.96683683082405,71.2939275765947,500.0,202.253026,2.179305217021796,89.07854274438445,79.36572383951764,70.69783023477486,500.0,-90.27158123,0.516175418115713,,,,,,
500.0,-15.0,6.0,500.0106288,-15.44299888,-362.7920334,-400.8370789,-597.6391159,-808.5511602666486,73.91481767250289,94.44413041818727,78.26300834706927,62.0,,0.04492204796664862,,,,,,,,,,,,,,,,,,,83.63347365577998,85.54410179650714,71.5435038400554,500.0,197.3583215,2.0221080233212416,88.96291815853444,80.14706245537039,71.30116557864062,500.0,-85.45396503,0.4937884577732534,,,,,,
500.0,-10.0,4.0,500.0121938,-10.39713814,-249.7411719,-258.61898840000003,-387.6248254,-544.3660576568639,71.20664853140711,93.38571961818387,76.25003996600557,62.0,,0.036005897356863784,,,,,,,,,,,,,,,,,,,83.61665942027805,86.03334987559305,71.93821315333085,500.0,192.4453691,1.9740947852144237,89.76135325417924,79.91547694516592,71.73321356551254,500.0,-80.43448978,0.4311479592758988,,,,,,
500.0,-5.0,2.0,500.0012169,-5.202184064,-123.3628907,-120.14233490000002,-168.510409,-272.366320684585,61.86903306416662,89.4035741966762,69.20196828827315,59.0,,0.028861095084584974,,,,,,,,,,,,,,,,,,,83.97633439227965,86.14559291306367,72.34191116888631,500.0,182.3602633,1.8218134751856814,86.74470026859183,80.1388693417103,69.51622200910502,500.0,-105.13245,0.7296514573128215,,,,,,
500.0,5.0,2.0,499.9928104,5.442407823,160.4967834,162.99541269999997,400.5882043,284.93872070834715,71.13008262593696,88.08210032376331,80.7542989602702,59.0,,0.03855347539165285,,,,,,,,,,,,,,,,,,,93.53063787351947,84.91294800586977,79.41962190709994,500.0,20.84677413,0.07549057120440421,91.53264100877855,89.80015241437451,82.1964511347854,1000.0,-145.139733,1.2868695250795554,,,,,,
500.0,10.0,4.0,499.9728418,10.62656601,304.5089255,298.84695560000006,724.5096912,556.3344928371713,76.78772273090215,92.20669098690108,83.27782063213898,60.0,,0.047021388262828735,,,,,,,,,,,,,,,,,,,85.28708609579434,85.93011343494578,73.28728982747595,500.0,167.59656130000005,1.513698960806436,90.85775090727574,89.65821503863823,81.46143768771557,1000.0,-160.1317496,1.5329575742177457,,,,,,
500.0,15.0,6.0,499.9763402,15.76462829,458.1869739,421.233848,1050.7421,825.3341525704275,78.54773807677712,93.84973973976219,83.69521140344524,59.295,,0.054086669329572484,,,,,,,,,,,,,,,,,,,92.20669098690108,83.27782063213898,76.78772273090215,500.0,10.62656601,0.047021388262828735,90.7718800405653,89.47862731749115,81.22143225057755,1000.0,-164.9844918,1.5942452577804598,,,,,,
500.0,20.0,8.0,499.9765744,20.84677413,610.6698325,556.2237457,1374.223373,1091.4030069955957,79.41962190709994,93.53063787351947,84.91294800586977,59.0,,0.07549057120440421,,,,,,,,,,,,,,,,,,,93.84973973976219,83.69521140344524,78.54773807677712,500.0,15.76462829,0.054086669329572484,90.69666893166463,89.3798501360634,81.06454676952342,1000.0,-170.2369573,1.6584242852416355,,,,,,
500.0,25.0,10.0,499.9702933,25.89410583,777.1770382999998,673.3007495,1697.5636719999998,1355.6317996404543,79.85749353621033,93.46105200939323,85.44467649281789,59.0,,0.09484598815954565,,,,,,,,,,,,,,,,,,,88.08210032376331,80.7542989602702,71.13008262593696,500.0,5.442407823,0.03855347539165285,90.61377213434616,89.14478169454874,80.77744935435874,1000.0,-175.14238380000003,1.7213937881172423,,,,,,
500.0,30.0,12.0,499.9729317,30.92968382,944.9406326,792.4587692000001,2028.308925,1619.2675074386864,79.83337683329901,93.2006483806242,85.65753374082303,58.0,,0.1181318943613137,,,,,,,,,,,,,,,,,,,92.47699058050188,92.22808811580802,85.28976035943275,1000.0,127.0052361,1.081860317230392,90.81200622896105,88.6768935576174,80.52926610119268,1000.0,-180.1137003,1.7328927658295032,,,,,,
500.0,35.0,14.0,499.9876097,35.92895752,1117.370248,905.4142617999997,2359.824132,1881.0506376374487,79.71147561929621,92.99313043599663,85.71759574666473,58.0,,0.14173387216255104,,,,,,,,,,,,,,,,,,,93.11117645565167,92.42353211344462,86.0566380726953,1000.0,107.2013837,0.8304919450246289,90.43379638949258,88.77439304186649,80.28205384948942,1000.0,-185.4066881,1.8572096706008743,,,,,,
500.0,40.0,16.0,500.0141042,40.96689608,1307.076062,1030.146557,2698.054025,2144.9241722822712,79.4989333944961,91.77235214333133,86.62623495836041,60.0,,0.1922984467177289,,,,,,,,,,,,,,,,,,,93.11496931476727,92.09567273707655,85.75485740935731,1000.0,112.0907407,0.8678694800331759,89.8639775963442,88.99919139553148,79.9782134166079,1000.0,-190.2227362,2.018990453590952,,,,,,
500.0,45.0,18.0,499.9818301,45.99550821,1482.09494,1143.122767,3037.08874,2408.054279708416,79.28824232210006,91.72779359545954,86.4386236867086,60.0,,0.21716342729158394,,,,,,,,,,,,,,,,,,,92.92132760605853,92.15257366071121,85.62939486868386,1000.0,116.9897435,0.9332212254873957,89.63352409945435,88.97438268287947,79.75087474439951,1000.0,-195.1311658,2.118130453270489,,,,,,
500.0,50.0,20.0,499.9841054,50.99905233,1658.767616,1246.975096,3378.583019,2670.022571252652,79.027881103923,91.88778346500253,86.00477465431788,60.0,,0.23572014074734807,,,,,,,,,,,,,,,,,,,93.04041684902641,91.82352096071365,85.43298666730114,1000.0,122.0096131,0.9556408120121432,89.5905127482712,88.75092413777041,79.5124080038577,1000.0,-200.3106438,2.183358787839097,,,,,,
500.0,55.0,24.0,499.97141510000006,56.05744787,1860.192341,1350.788828,3724.135559,2934.7771244459036,78.80425075702524,91.39814187573965,86.2208455661643,60.0,,0.2762040445540961,,,,,,,,,,,,,,,,,,,92.45758890576727,92.09595844425978,85.14970265721998,1000.0,131.95730849999998,1.1271843778143247,89.47709979061786,88.58813401408838,79.26609307443213,1000.0,-205.1691817,2.260744942086887,,,,,,
500.0,60.0,28.0,500.01495419999986,61.05091112,2053.171422,1446.933194,4070.56428,3196.4783798466033,78.52666510026476,91.32522397286549,85.98573502934585,60.0,,0.30362623615339634,,,,,,,,,,,,,,,,,,,95.47723945824512,91.69992374839218,87.55255578028058,1000.0,26.30898306,0.13049862789707778,89.1221820609671,88.59273617633065,78.95577962786166,1000.0,-210.2368975,2.394692042258841,,,,,,
500.0,65.0,25.0,500.014108,66.72126499,2261.856559,1595.204737,4451.110186,3493.358512943086,78.48285858954215,90.57046919544435,86.65391632252889,60.0,,0.3637027830569136,,,,,,,,,,,,,,,,,,,92.21584633470644,91.95205637468177,84.79436700807918,1000.0,141.8744586,1.2540191217651608,88.88142087768651,88.27602514975517,78.46098544744629,1000.0,-220.3780554,2.565751583155943,,,,,,
500.0,70.0,26.0,499.9892935,71.81025814,2448.571893,1679.457231,4804.949932,3759.6188726147875,78.24470443649125,91.07539602268533,85.9120112055311,60.0,,0.36841025138521216,,,,,,,,,,,,,,,,,,,92.23912397949249,91.81026197031001,84.6849813646911,1000.0,146.9988504,1.2950976244005614,88.7539208810876,88.12285319754841,78.21248740510907,1000.0,-225.3045129,2.65319323129308,,,,,,
500.0,75.0,28.0,500.0112012,76.89019581,2655.205829,1785.398459,5161.618604,4025.7548866451625,77.99404015487313,90.65781649412222,86.03123610409244,59.0,,0.41484940135483794,,,,,,,,,,,,,,,,,,,91.93641404815568,91.93416197051094,84.52097180091101,1000.0,152.04394240000005,1.3963757675419237,88.52363753685509,88.1050928433119,77.99383304012308,1000.0,-230.5914807,2.77103404246565,,,,,,
500.0,80.0,30.0,500.0254308,81.95159966,2852.597296,1923.242116,5519.950945000001,4290.8778978785995,77.73398605589598,89.84552301103629,86.51959880777524,60.0,,0.4849615141213999,,,,,,,,,,,,,,,,,,,91.6673070572503,91.98513895134815,84.32029976957064,1000.0,156.8912615,1.493353765284359,88.19794323616667,87.94339498108891,77.56426558537865,1000.0,-235.4367442,2.909500827435433,,,,,,
500.0,85.0,31.0,499.9744943,87.06770351,3064.163293,2000.364999,5883.077649,4558.285971965925,77.48131579974536,90.0041565404276,86.08637509417989,60.0,,0.5062423200340754,,,,,,,,,,,,,,,,,,,91.32482882158212,92.13597574238528,84.14302212982778,1000.0,161.94756930000003,1.6108469952888045,87.8874705766253,88.00561049751701,77.34590503178474,1000.0,-240.3083787,3.0478877286153367,,,,,,
500.0,90.0,27.0,500.0061726,92.12403458,3279.79767,2126.0365030000007,6243.199126,4823.307427729408,77.25698524723633,89.22410997769626,86.58756614837469,59.0,,0.582526745270593,,,,,,,,,,,,,,,,,,,92.410877418772,91.940585413487,84.96310168455884,1000.0,136.94851269999998,1.1776622742735,87.9270682894041,87.56789014659803,76.9958785687896,1000.0,-245.6369379,3.10535348557074,,,,,,
500.0,95.0,29.0,500.02058319999986,97.16237217,3468.133555,2224.594808,6603.014998,5087.244607072128,77.04426854418797,89.36390923088435,86.21407591417378,58.0,,0.6054837559278722,,,,,,,,,,,,,,,,,,,93.34751559441811,92.2113902707983,86.07704191286317,1000.0,102.2865969,0.7632918415432487,87.2620097203691,87.89456755058733,76.69856607966989,1000.0,-250.4082717,3.3400327987984566,,,,,,
500.0,100.0,60.0,500.0343469,102.7776397,3757.810477,2296.067963,7031.272163,5381.397899823351,76.53519555310876,88.89174028118329,86.09933308877949,61.0,,0.6724805401766498,,,,,,,,,,,,,,,,,,,95.0123139055951,92.30042078382799,87.69676553131578,1000.0,31.28307312,0.17195965275367234,87.51484660876416,87.42671672616947,76.51135703798597,1000.0,-255.3954967,3.3388716052795315,,,,,,
500.0,105.0,22.0,499.9820345,107.3655759,3912.067856,2424.867787,7342.810149,5621.032363743053,76.55151433417583,88.70268976066123,86.30123228588462,59.0,,0.7159032792569479,,,,,,,,,,,,,,,,,,,93.79462198927335,92.23566366097758,86.51209207011148,1000.0,91.93078533,0.6368699481174008,87.05210862053374,87.38888944684167,76.07387096354277,1000.0,-260.5023532,3.531905210751938,,,,,,
500.0,110.0,16.0,500.0353389,112.5035347,4145.652235000001,2532.869236,7725.667063,5890.653727870409,76.247833097573,88.20296159036496,86.44588766949303,60.0,,0.7878677431295927,,,,,,,,,,,,,,,,,,,93.74425052032979,92.43458421661444,86.65210819544826,1000.0,86.96872639,0.6077146870516935,86.68808213347936,87.52233468151786,75.87143337385288,1000.0,-265.440475,3.700094058092596,,,,,,
500.0,115.0,17.0,500.0158931,117.5258798,4359.8193409999985,2613.378799,8096.181553,6153.383010529868,76.00352055160822,88.24334096047743,86.12946849513415,60.75,,0.8198151294701301,,,,,,,,,,,,,,,,,,,94.21097994200795,92.14186010161666,86.8077493385271,1000.0,81.89808876,0.526950474803407,86.81364003071614,87.33881419559405,75.82200376285904,1000.0,-267.6764038,3.6960029636809812,,,,,,
500.0,120.0,18.0,499.9865366,122.6933277,4585.957153,2731.172891,8483.686504000001,6423.561463942601,75.71662933223587,87.78799099258705,86.2494157528101,61.0,,0.8935685800573993,,,,,,,,,,,,,,,,,,,94.40740427406105,92.0742742726364,86.92493234497563,1000.0,76.86781859999998,0.4768176256069928,86.57552249658566,87.46021819449798,75.71914087854053,1000.0,-267.5937633,3.7615946043656403,,,,,,
500.0,125.0,19.0,499.9921735,127.6637908,4799.079031,2812.301973,8854.163681999999,6683.863480559297,75.48836593282327,87.81407049583689,85.9638614934745,61.0,,0.9275175234407034,,,,,,,,,,,,,,,,,,,94.36787159292541,92.2350852964572,87.04028685618596,1000.0,71.78856178,0.44864590636268076,86.65205377592508,87.41812539304702,75.74960102548872,1000.0,-267.5281581,3.73923365499164,,,,,,
500.0,130.0,20.0,500.0134467,132.76152050000002,5058.137651,2894.452965,9243.979009,6951.051880035362,75.19545288092682,87.40613236208063,86.02995104442907,61.0,,1.0015387359646375,,,,,,,,,,,,,,,,,,,94.46480154987599,92.33373152942872,87.22287625287012,1000.0,66.7315797,0.4094459001155974,86.735688249364,87.2105189118755,75.64264380405697,1000.0,-267.5975761,3.7167983175142654,,,,,,
500.0,135.0,21.0,499.9854228,137.7501259,5260.223770000001,3042.147631,9619.392686,7211.838213493687,74.97186619681042,86.86479880465285,86.3086857144653,62.0,,1.090533187506313,,,,,,,,,,,,,,,,,,,94.38652558031878,92.54392379404027,87.34899430489254,1000.0,61.65866026,0.3839853732420361,86.88663238122571,87.1702002780624,75.73925146157826,1000.0,-267.752354,3.6765795613323498,,,,,,
500.0,140.0,23.0,499.9903349,142.7927971,5491.119656,3139.677726000001,9998.335142,7475.918161605941,74.77163003070238,86.61909011092506,86.32234526470927,58.195,,1.1548792203940592,,,,,,,,,,,,,,,,,,,94.62313699738462,92.29671913081476,87.33405098724215,1000.0,56.64152714,0.3370276048570822,91.0988211847296,89.7631643577274,81.77318458800103,1000.0,-154.9995978,1.444704623212905,,,,,,
500.0,145.0,24.0,499.9853107,147.7887928,5717.409336,3260.234454,10387.25873,7737.405810061353,74.48939138980467,86.18526186881996,86.42938453117746,59.0,,1.2402379799386472,,,,,,,,,,,,,,,,,,,94.99094353320686,92.10223157014987,87.48877878362448,1000.0,51.84835505,0.2862900254643273,91.5958816338064,89.56750511124716,82.04014596405145,1000.0,-150.1178794,1.3210686362635988,,,,,,
500.0,150.0,120.0,499.9867519,152.84974509999995,6012.884414,3255.861774,10806.22394,8002.3924168892045,74.05354970729215,86.33737783487577,85.77229418401264,59.0,,1.2663537711107966,,,,,,,,,,,,,,,,,,,95.09743150999114,92.06795817720878,87.5542634702184,1000.0,46.95375858,0.2534672514863732,89.06372952812075,88.34090438906472,78.67970414777236,1000.0,-215.2334715,2.464764227106254,,,,,,
500.0,155.0,128.0,499.9885017,157.690239,6286.197156,3375.359829,11206.0307,8255.843594798418,73.6732194995541,85.45044662693586,86.21747738920615,62.0,,1.4057133902015813,,,,,,,,,,,,,,,,,,,95.43216275364735,91.8741692286715,87.67750670686716,1000.0,41.2301479,0.2066481510301119,91.9549932602887,89.66970248939532,82.45576888064441,1000.0,-140.10473369999997,1.1802667384263714,,,,,,
500.0,160.0,136.0,499.9968332,162.7200657,6480.322976,3440.911293,11593.4444,8519.321209224705,73.48395278649635,85.86957003771467,85.57624401079632,59.0,,1.4019130597752956,,,,,,,,,,,,,,,,,,,94.74183966940255,92.55357839454965,87.68696285085902,1000.0,36.22610405,0.2105274156043156,93.4509917633897,88.075062271964,82.30701918937343,1000.0,-10.08602041,0.06916583909057454,,,,,,
500.0,165.0,144.0,499.9912035,167.59656130000005,6728.513228,3559.720433,11972.7919,8774.534700193564,73.28728982747595,85.28708609579434,85.93011343494578,59.0,,1.513698960806436,,,,,,,,,,,,,,,,,,,91.61975909000132,91.69172426182098,84.00773687414866,1000.0,167.0282706,1.5997363151420396,94.4523610636661,89.45508397553748,84.49243890638037,1000.0,-15.05840576,0.08747483433572188,,,,,,
500.0,170.0,152.0,499.990872,172.55823909999995,6970.977158,3651.16073,12372.29878,9034.297846952195,73.0203659610635,85.05159641317015,85.8541979698295,59.0,,1.5878400410478044,,,,,,,,,,,,,,,,,,,93.52865696003995,92.29813417516998,86.32520529321212,1000.0,97.04486641,0.7031071012171869,95.35895393112847,89.79032611072823,85.62311571053934,1000.0,-20.02834876,0.09733223964787839,,,,,,
500.0,175.0,160.0,499.9926889,177.53755690000003,7169.834214,3806.685861,12778.3155,9295.024131431179,72.74060600108973,84.68097418781588,85.89958570830404,59.0,,1.6814959435688215,,,,,,,,,,,,,,,,,,,91.15442017705422,91.89282254152765,83.76436957205891,1000.0,171.94004750000005,1.7471181591755267,95.25285432425356,90.48377288828388,86.18837637636545,1000.0,-25.05637396,0.12455084490214767,,,,,,
500.0,180.0,168.0,500.0024258,182.3602633,7461.017401999998,3908.500159,13198.02578,9547.704085814315,72.34191116888631,83.97633439227965,86.14559291306367,61.355,,1.8218134751856814,,,,,,,,,,,,,,,,,,,88.74561007278359,91.12672121989422,80.87096468591987,1000.0,246.7916402,3.2772344204713555,95.28441336069159,90.60332675561689,86.33084838436007,1000.0,-30.11791431,0.14871545865704958,,,,,,
500.0,185.0,176.0,499.9776088,187.3802905,7651.700618000002,4039.671179,13601.83206,9810.047076485795,72.12298338350308,83.90843475701497,85.95439015440985,60.345,,1.881324720514207,,,,,,,,,,,,,,,,,,,91.23603649158473,91.45506638685954,83.43997774211822,1000.0,182.0504281,1.8311423123177775,95.3880425097005,90.47989311092715,86.30699890338278,1000.0,-35.10927153,0.16955216103779186,,,,,,
500.0,190.0,184.0,499.9818756,192.4453691,7934.386531,4115.016798,14005.50292,10075.308543785577,71.93821315333085,83.61665942027805,86.03334987559305,59.0,,1.9740947852144237,,,,,,,,,,,,,,,,,,,85.74485545595698,90.36413492888697,77.48259687880007,1000.0,322.0276639,5.60607033283564,94.86689633088297,90.9149999881577,86.24823878798783,1000.0,-40.13183741,0.21570688905931185,,,,,,
500.0,195.0,192.0,500.0067905,197.3583215,8174.484224,4180.6605439999985,14443.01186,10333.036744678757,71.5435038400554,83.63347365577998,85.54410179650714,60.0,,2.0221080233212416,,,,,,,,,,,,,,,,,,,85.85136898690763,90.6107190038144,77.79054271365472,1000.0,316.9627338,5.469795409868631,95.17460787172169,90.50609311388538,86.13881922115573,1000.0,-45.17978195,0.22828154582409843,,,,,,
500.0,200.0,200.0,499.9916034,202.253026,8405.193215000001,4363.097841,14852.57749,10588.985838978206,71.2939275765947,82.93189583896813,85.96683683082405,60.0,,2.179305217021796,,,,,,,,,,,,,,,,,,,86.38989258159401,90.37914119516213,78.07844299466775,1000.0,311.8624005,5.144685073875291,94.87451772036005,90.63243605641608,85.98708660673846,1000.0,-50.1509342,0.2691572225852742,,,,,,
500.0,205.0,210.0,500.0113997,207.3492998,8610.278481,4453.711206,15266.52296,10856.231792650568,71.11135797650265,83.10043143599252,85.57279035461522,59.0,,2.207757894349432,,,,,,,,,,,,,,,,,,,86.50735461736433,90.5390625973192,78.3229479483004,1000.0,307.0431432000001,5.014675831370027,94.99373146175543,90.35229663269018,85.8290180327864,1000.0,-55.1293318,0.2889985244594573,,,,,,
500.0,210.0,220.0,500.0078445,212.3515487,8910.372861,4557.7308520000015,15731.31566,11118.056559342802,70.67467718299413,82.55101680432688,85.61333332879038,61.0,,2.3500471536571985,,,,,,,,,,,,,,,,,,,86.44489408871901,90.72495951179417,78.42709516200367,1000.0,301.8914687,4.956907436750451,94.83576080845654,90.30948000203989,85.64568244209543,1000.0,-60.09712692,0.32497943901597953,,,,,,
500.0,215.0,230.0,500.0335414,217.4618257,9131.517153,4712.888228,16170.46123,11386.199667442985,70.41357389558507,82.2440498821954,85.61540196092477,60.035,,2.4582057135570157,,,,,,,,,,,,,,,,,,,86.90153526204993,90.65585173158107,78.78132695963161,1000.0,296.9383531000001,4.68657999872923,94.31861286422834,90.62575872490694,85.47695852701463,1000.0,-65.05178391,0.3869995927562313,,,,,,
500.0,220.0,240.0,500.03462570000005,222.1891572,9380.936333,4799.225645,16561.44245,11633.745764931986,70.24596921466818,82.04240390893499,85.62153943299788,59.0,,2.546416213068014,,,,,,,,,,,,,,,,,,,87.13524453037044,90.55177481969088,78.90251041572806,1000.0,291.8659778,4.512201401088951,94.1606250059218,90.53617204887342,85.2494254576559,1000.0,-70.04747997,0.4283055954018846,,,,,,
500.0,225.0,250.0,499.9786592,227.3958963,9707.038477,4843.182854,17042.998880000006,11905.036161220547,69.85294222597838,81.8203097423422,85.37359788290965,60.0,,2.6451851697794537,,,,,,,,,,,,,,,,,,,87.19640237344167,90.78367123311408,79.16009525780858,1000.0,286.7181886,4.408471085532041,88.01446606920142,84.60767230806108,74.46699103551956,1000.0,-5.004210525,0.06280426717914031,,,,,,
500.0,230.0,260.0,499.9853079,232.3428349,9922.6629,5008.619988,17499.515890000002,12164.188884380665,69.51157369634335,81.46780806193688,85.32397685659633,61.0,,2.767094003619335,,,,,,,,,,,,,,,,,,,87.5825006934421,90.62630708974169,79.37278603531396,1000.0,282.1036339,4.188159205512686,92.53182266287926,89.37113566697907,82.69674076717033,1000.0,-135.10029530000003,1.0565066166729993,,,,,,
500.0,235.0,270.0,500.01902800000005,237.1755421,10210.32262,5108.335386,17931.83349,12418.040212169117,69.25136918706195,81.06480481061217,85.42717070478442,61.0,,2.9006177938308846,,,,,,,,,,,,,,,,,,,87.61233767658409,90.8208165739391,79.57024049739057,1000.0,277.0446175,4.101693104091482,92.23917310905252,89.83000735013685,82.85845598356734,1000.0,-129.9707824,1.056216359891241,,,,,,
500.0,240.0,280.0,499.9772652,242.0286685,10464.86618,5183.26887,18372.32251,12671.08186142695,68.96831826531522,80.97502878738862,85.1723294182473,61.0,,2.9770531885730507,,,,,,,,,,,,,,,,,,,87.79839318856128,90.85142817632773,79.76609412767556,1000.0,272.0991611,3.959624704943435,92.29850806180828,90.0071369213254,83.07524452753233,1000.0,-125.0140866,1.0081583905250717,,,,,,
500.0,245.0,290.0,499.9810912,246.8648278,10705.86077,5342.20074,18816.4421,12924.371307051735,68.68658399056076,80.53540484623763,85.28743863857238,61.0,,3.1236902029482643,,,,,,,,,,,,,,,,,,,88.14842558791686,90.7810859040867,80.02209795606674,1000.0,267.06264980000003,3.7598233241606684,92.68129136704944,89.79793004071314,83.22588118261257,1000.0,-119.9906884,0.9195520556501706,,,,,,
500.0,250.0,300.0,500.00470610000013,252.0729587,11001.03549,5401.067971,19283.67282,13197.66132257078,68.43956255513145,80.46322445137258,85.0569474710679,59.95,,3.204442138429218,,,,,,,,,,,,,,,,,,,88.22560081975,90.9284424688852,80.22216468421469,1000.0,262.017025,3.6615459488595805,94.00236052711614,90.51129610839908,85.08275488558294,1000.0,-75.04864025,0.4713186309635039,,,,,,
500.0,255.0,312.0,500.0137643,257.2600925,11332.51846,5561.233809,19785.69458,13469.485576449339,68.07689020968067,79.73057353969737,85.38367051352715,61.03,,3.424266692550662,,,,,,,,,,,,,,,,,,,88.26282233625507,91.16490096161462,80.4647145687728,1000.0,256.8829416,3.577007677721136,92.88389054273154,90.10856670576672,83.69634246860856,1000.0,-109.9774112,0.8194876949993777,,,,,,
500.0,260.0,324.0,499.9849577,262.3477025,11598.31392,5620.165012,20266.25489,13735.068579806773,67.77309697503155,79.76934916289603,84.96132623149892,61.0,,3.4834103521932285,,,,,,,,,,,,,,,,,,,88.67898395240648,90.97247921104427,80.67347024066828,1000.0,251.8608162,3.3668142128851977,92.53806469461698,90.21256996862257,83.48096636024059,1000.0,-114.9923271,0.8985037596983566,,,,,,
